id,legend,series,card_name,serial_number,rarity,card_value,image_key,lore
RLM-0170,The Ghost,Forgeborn,The Ghost - Forgeborn,SN-010/010,Rare,2000,ghost,A relic tied to The Ghost from the Forgeborn series.
RLM-0171,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-001/010,Legendary,6250,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0172,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-002/010,Legendary,5250,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0173,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-003/010,Epic,4250,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0174,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-004/010,Epic,3250,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0175,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-005/010,Rare,2250,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0176,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-006/010,Rare,1750,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0177,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-007/010,Rare,1750,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0178,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-008/010,Rare,1750,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0179,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-009/010,Rare,1750,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0180,The Ghost,Cemetery Echoes,The Ghost - Cemetery Echoes,SN-010/010,Rare,1750,ghost,A relic tied to The Ghost from the Cemetery Echoes series.
RLM-0181,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-001/010,Mythic,7000,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0182,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-002/010,Legendary,6000,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0183,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-003/010,Legendary,5000,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0184,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-004/010,Epic,4000,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0185,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-005/010,Epic,3000,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0186,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-006/010,Epic,2500,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0187,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-007/010,Epic,2500,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0188,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-008/010,Epic,2500,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0189,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-009/010,Epic,2500,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0190,The Ghost,Kings & Queens,The Ghost - Kings & Queens,SN-010/010,Epic,2500,ghost,A relic tied to The Ghost from the Kings & Queens series.
RLM-0191,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-001/010,Mythic,7000,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0192,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-002/010,Legendary,6000,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0193,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-003/010,Legendary,5000,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0194,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-004/010,Epic,4000,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0195,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-005/010,Epic,3000,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0196,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-006/010,Epic,2500,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0197,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-007/010,Epic,2500,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0198,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-008/010,Epic,2500,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0199,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-009/010,Epic,2500,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0200,The Ghost,Ancient Myths,The Ghost - Ancient Myths,SN-010/010,Epic,2500,ghost,A relic tied to The Ghost from the Ancient Myths series.
RLM-0201,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-001/010,Legendary,6250,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0202,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-002/010,Legendary,5250,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0203,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-003/010,Epic,4250,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0204,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-004/010,Epic,3250,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0205,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-005/010,Rare,2250,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0206,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-006/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0207,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-007/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0208,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-008/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0209,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-009/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0210,The Forgotten King,Infernal Heat,The Forgotten King - Infernal Heat,SN-010/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Infernal Heat series.
RLM-0211,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-001/010,Mythic,6500,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0212,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-002/010,Legendary,5500,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0213,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-003/010,Legendary,4500,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0214,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-004/010,Epic,3500,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0215,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-005/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0216,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-006/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0217,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-007/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0218,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-008/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0219,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-009/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0220,The Forgotten King,Forgotten Legends,The Forgotten King - Forgotten Legends,SN-010/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgotten Legends series.
RLM-0221,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-001/010,Mythic,6500,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0222,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-002/010,Legendary,5500,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0223,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-003/010,Legendary,4500,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0224,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-004/010,Epic,3500,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0225,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-005/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0226,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-006/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0227,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-007/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0228,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-008/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0229,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-009/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0230,The Forgotten King,Sentinel's Oath,The Forgotten King - Sentinel's Oath,SN-010/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Sentinel's Oath series.
RLM-0231,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-001/010,Mythic,7000,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0232,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-002/010,Legendary,6000,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0233,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-003/010,Legendary,5000,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0234,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-004/010,Epic,4000,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0235,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-005/010,Epic,3000,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0236,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-006/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0237,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-007/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0238,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-008/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0239,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-009/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0240,The Forgotten King,Ghost Storm,The Forgotten King - Ghost Storm,SN-010/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ghost Storm series.
RLM-0241,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-001/010,Legendary,6250,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0242,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-002/010,Legendary,5250,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0243,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-003/010,Epic,4250,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0244,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-004/010,Epic,3250,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0245,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-005/010,Rare,2250,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0246,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-006/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0247,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-007/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0248,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-008/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0249,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-009/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0250,The Forgotten King,Realm Relics,The Forgotten King - Realm Relics,SN-010/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Realm Relics series.
RLM-0251,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-001/010,Legendary,6250,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0252,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-002/010,Legendary,5250,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0253,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-003/010,Epic,4250,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0254,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-004/010,Epic,3250,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0255,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-005/010,Rare,2250,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0256,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-006/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0257,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-007/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0258,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-008/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0259,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-009/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0260,The Forgotten King,Hall of Lore,The Forgotten King - Hall of Lore,SN-010/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Hall of Lore series.
RLM-0261,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-001/010,Mythic,6500,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0262,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-002/010,Legendary,5500,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0263,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-003/010,Legendary,4500,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0264,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-004/010,Epic,3500,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0265,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-005/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0266,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-006/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0267,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-007/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0268,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-008/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0269,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-009/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0270,The Forgotten King,Forgeborn,The Forgotten King - Forgeborn,SN-010/010,Rare,2000,forgotten_king,A relic tied to The Forgotten King from the Forgeborn series.
RLM-0271,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-001/010,Legendary,6250,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0272,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-002/010,Legendary,5250,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0273,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-003/010,Epic,4250,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0274,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-004/010,Epic,3250,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0275,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-005/010,Rare,2250,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0276,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-006/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0277,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-007/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0278,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-008/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0279,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-009/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0280,The Forgotten King,Cemetery Echoes,The Forgotten King - Cemetery Echoes,SN-010/010,Rare,1750,forgotten_king,A relic tied to The Forgotten King from the Cemetery Echoes series.
RLM-0281,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-001/010,Mythic,7000,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0282,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-002/010,Legendary,6000,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0283,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-003/010,Legendary,5000,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0284,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-004/010,Epic,4000,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0285,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-005/010,Epic,3000,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0286,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-006/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0287,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-007/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0288,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-008/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0289,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-009/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0290,The Forgotten King,Kings & Queens,The Forgotten King - Kings & Queens,SN-010/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Kings & Queens series.
RLM-0291,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-001/010,Mythic,7000,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0292,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-002/010,Legendary,6000,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0293,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-003/010,Legendary,5000,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0294,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-004/010,Epic,4000,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0295,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-005/010,Epic,3000,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0296,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-006/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0297,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-007/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0298,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-008/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0299,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-009/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0300,The Forgotten King,Ancient Myths,The Forgotten King - Ancient Myths,SN-010/010,Epic,2500,forgotten_king,A relic tied to The Forgotten King from the Ancient Myths series.
RLM-0301,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-001/010,Legendary,5750,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0302,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-002/010,Legendary,4750,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0303,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-003/010,Epic,3750,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0304,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-004/010,Epic,2750,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0305,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-005/010,Rare,1750,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0306,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-006/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0307,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-007/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0308,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-008/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0309,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-009/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0310,The First Sentinel,Infernal Heat,The First Sentinel - Infernal Heat,SN-010/010,Rare,1250,first_sentinel,A relic tied to The First Sentinel from the Infernal Heat series.
RLM-0311,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-001/010,Legendary,6000,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0312,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-002/010,Legendary,5000,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0313,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-003/010,Epic,4000,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0314,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-004/010,Epic,3000,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0315,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-005/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0316,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-006/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0317,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-007/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0318,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-008/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0319,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-009/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0320,The First Sentinel,Forgotten Legends,The First Sentinel - Forgotten Legends,SN-010/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Forgotten Legends series.
RLM-0321,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-001/010,Legendary,6000,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0322,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-002/010,Legendary,5000,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0323,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-003/010,Epic,4000,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0324,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-004/010,Epic,3000,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0325,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-005/010,Rare,2000,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0326,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-006/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0327,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-007/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0328,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-008/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0329,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-009/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0330,The First Sentinel,Sentinel's Oath,The First Sentinel - Sentinel's Oath,SN-010/010,Rare,1500,first_sentinel,A relic tied to The First Sentinel from the Sentinel's Oath series.
RLM-0331,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-001/010,Mythic,6500,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
RLM-0332,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-002/010,Legendary,5500,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
RLM-0333,The First Sentinel,Ghost Storm,The First Sentinel - Ghost Storm,SN-003/010,Legendary,4500,first_sentinel,A relic tied to The First Sentinel from the Ghost Storm series.
